"id","report_date","period_date","hw","units"
"2010-06-06_PS2","2010-06-06",7,"PS2",1392
"2010-06-13_DS","2010-06-13",7,"DS",20251
"2010-06-13_PSP","2010-06-13",7,"PSP",22767
"2010-06-13_Wii","2010-06-13",7,"Wii",20346
"2010-06-13_PS3","2010-06-13",7,"PS3",16452
"2010-06-13_XB360","2010-06-13",7,"XB360",1909
"2010-06-13_PS2","2010-06-13",7,"PS2",1283
"2010-06-20_DS","2010-06-20",7,"DS",51656
"2010-06-20_PSP","2010-06-20",7,"PSP",22388
"2010-06-20_Wii","2010-06-20",7,"Wii",17023
"2010-06-20_PS3","2010-06-20",7,"PS3",16196
"2010-06-20_XB360","2010-06-20",7,"XB360",1215
"2010-06-20_PS2","2010-06-20",7,"PS2",1404
"2010-06-27_DS","2010-06-27",7,"DS",69200
"2010-06-27_PSP","2010-06-27",7,"PSP",25668
"2010-06-27_Wii","2010-06-27",7,"Wii",18507
"2010-06-27_PS3","2010-06-27",7,"PS3",21659
"2010-06-27_XB360","2010-06-27",7,"XB360",17490
"2010-06-27_PS2","2010-06-27",7,"PS2",1483
"2010-07-04_DS","2010-07-04",7,"DS",53141
"2010-07-04_PSP","2010-07-04",7,"PSP",28650
"2010-07-04_Wii","2010-07-04",7,"Wii",21832
"2010-07-04_PS3","2010-07-04",7,"PS3",25049
"2010-07-04_XB360","2010-07-04",7,"XB360",7915
"2010-07-04_PS2","2010-07-04",7,"PS2",1639
"2010-07-11_DS","2010-07-11",7,"DS",48631
"2010-07-11_PSP","2010-07-11",7,"PSP",27698
"2010-07-11_Wii","2010-07-11",7,"Wii",23121
"2010-07-11_PS3","2010-07-11",7,"PS3",28538
"2010-07-11_XB360","2010-07-11",7,"XB360",6240
"2010-07-11_PS2","2010-07-11",7,"PS2",1517
"2010-07-18_DS","2010-07-18",7,"DS",45796
"2010-07-18_PSP","2010-07-18",7,"PSP",30994
"2010-07-18_Wii","2010-07-18",7,"Wii",21403
"2010-07-18_PS3","2010-07-18",7,"PS3",25641
"2010-07-18_XB360","2010-07-18",7,"XB360",5897
"2010-07-18_PS2","2010-07-18",7,"PS2",1459
"2010-07-25_DS","2010-07-25",7,"DS",44204
"2010-07-25_PSP","2010-07-25",7,"PSP",31315
"2010-07-25_Wii","2010-07-25",7,"Wii",21500
"2010-07-25_PS3","2010-07-25",7,"PS3",21356
"2010-07-25_XB360","2010-07-25",7,"XB360",5575
"2010-07-25_PS2","2010-07-25",7,"PS2",1516
"2010-08-01_DS","2010-08-01",7,"DS",43482
"2010-08-01_PSP","2010-08-01",7,"PSP",46632
"2010-08-01_Wii","2010-08-01",7,"Wii",19694
"2010-08-01_PS3","2010-08-01",7,"PS3",41643
"2010-08-01_XB360","2010-08-01",7,"XB360",8103
"2010-08-01_PS2","2010-08-01",7,"PS2",1411
"2010-08-15_DS","2010-08-15",14,"DS",57840
"2010-08-15_PSP","2010-08-15",14,"PSP",35558
"2010-08-15_Wii","2010-08-15",14,"Wii",25712
"2010-08-15_PS3","2010-08-15",14,"PS3",30188
"2010-08-15_XB360","2010-08-15",14,"XB360",4480
"2010-08-15_PS2","2010-08-15",14,"PS2",2063
"2010-08-22_DS","2010-08-22",7,"DS",44591
"2010-08-22_PSP","2010-08-22",7,"PSP",27543
"2010-08-22_Wii","2010-08-22",7,"Wii",18929
"2010-08-22_PS3","2010-08-22",7,"PS3",25534
"2010-08-22_XB360","2010-08-22",7,"XB360",3847
"2010-08-22_PS2","2010-08-22",7,"PS2",1497
"2010-08-29_DS","2010-08-29",7,"DS",37614
"2010-08-29_PSP","2010-08-29",7,"PSP",56591
"2010-08-29_Wii","2010-08-29",7,"Wii",17268
"2010-08-29_PS3","2010-08-29",7,"PS3",22009
"2010-08-29_XB360","2010-08-29",7,"XB360",2457
"2010-08-29_PS2","2010-08-29",7,"PS2",1567
"2010-09-05_DS","2010-09-05",7,"DS",35500
"2010-09-05_PSP","2010-09-05",7,"PSP",35793
"2010-09-05_Wii","2010-09-05",7,"Wii",16846
"2010-09-05_PS3","2010-09-05",7,"PS3",19848
"2010-09-05_XB360","2010-09-05",7,"XB360",1789
"2010-09-05_PS2","2010-09-05",7,"PS2",1624
"2010-09-12_DS","2010-09-12",7,"DS",36659
"2010-09-12_PSP","2010-09-12",7,"PSP",29711
"2010-09-12_Wii","2010-09-12",7,"Wii",15330
"2010-09-12_PS3","2010-09-12",7,"PS3",16677
"2010-09-12_XB360","2010-09-12",7,"XB360",2185
"2010-09-12_PS2","2010-09-12",7,"PS2",1241
"2010-09-19_DS","2010-09-19",7,"DS",81297
"2010-09-19_PSP","2010-09-19",7,"PSP",31054
"2010-09-19_Wii","2010-09-19",7,"Wii",15912
"2010-09-19_PS3","2010-09-19",7,"PS3",17549
"2010-09-19_XB360","2010-09-19",7,"XB360",4668
"2010-09-19_PS2","2010-09-19",7,"PS2",1324
"2010-09-26_DS","2010-09-26",7,"DS",84180
"2010-09-26_PSP","2010-09-26",7,"PSP",38056
"2010-09-26_Wii","2010-09-26",7,"Wii",15052
"2010-09-26_PS3","2010-09-26",7,"PS3",18173
"2010-09-26_XB360","2010-09-26",7,"XB360",2722
"2010-09-26_PS2","2010-09-26",7,"PS2",1582
"2010-10-03_DS","2010-10-03",7,"DS",57395
"2010-10-03_PSP","2010-10-03",7,"PSP",37314
"2010-10-03_Wii","2010-10-03",7,"Wii",13082
"2010-10-03_PS3","2010-10-03",7,"PS3",17818
"2010-10-03_XB360","2010-10-03",7,"XB360",2636
"2010-10-03_PS2","2010-10-03",7,"PS2",1253
"2010-10-10_DS","2010-10-10",7,"DS",50917
"2010-10-10_PSP","2010-10-10",7,"PSP",34434
"2010-10-10_Wii","2010-10-10",7,"Wii",13057
"2010-10-10_PS3","2010-10-10",7,"PS3",19617
"2010-10-10_XB360","2010-10-10",7,"XB360",2401
"2010-10-10_PS2","2010-10-10",7,"PS2",1433
"2010-10-17_DS","2010-10-17",7,"DS",44925
"2010-10-17_PSP","2010-10-17",7,"PSP",37553
"2010-10-17_Wii","2010-10-17",7,"Wii",12909
"2010-10-17_PS3","2010-10-17",7,"PS3",21001
"2010-10-17_XB360","2010-10-17",7,"XB360",2282
"2010-10-17_PS2","2010-10-17",7,"PS2",1590
"2010-10-24_DS","2010-10-24",7,"DS",31859
"2010-10-24_PSP","2010-10-24",7,"PSP",28057
"2010-10-24_Wii","2010-10-24",7,"Wii",11218
"2010-10-24_PS3","2010-10-24",7,"PS3",19240
"2010-10-24_XB360","2010-10-24",7,"XB360",2047
"2010-10-24_PS2","2010-10-24",7,"PS2",1248
"2010-10-31_DS","2010-10-31",7,"DS",43965
"2010-10-31_PSP","2010-10-31",7,"PSP",35937
"2010-10-31_Wii","2010-10-31",7,"Wii",10824
"2010-10-31_PS3","2010-10-31",7,"PS3",23703
"2010-10-31_XB360","2010-10-31",7,"XB360",3187
"2010-10-31_PS2","2010-10-31",7,"PS2",1445
"2010-11-07_DS","2010-11-07",7,"DS",33514
"2010-11-07_PSP","2010-11-07",7,"PSP",31865
"2010-11-07_Wii","2010-11-07",7,"Wii",10008
"2010-11-07_PS3","2010-11-07",7,"PS3",19498
"2010-11-07_XB360","2010-11-07",7,"XB360",2605
"2010-11-07_PS2","2010-11-07",7,"PS2",1310
"2010-11-14_DS","2010-11-14",7,"DS",30056
"2010-11-14_PSP","2010-11-14",7,"PSP",36235
"2010-11-14_Wii","2010-11-14",7,"Wii",35934
"2010-11-14_PS3","2010-11-14",7,"PS3",17029
"2010-11-14_XB360","2010-11-14",7,"XB360",2089
"2010-11-14_PS2","2010-11-14",7,"PS2",1141
"2010-11-21_DS","2010-11-21",7,"DS",36630
"2010-11-21_PSP","2010-11-21",7,"PSP",94236
"2010-11-21_Wii","2010-11-21",7,"Wii",24037
"2010-11-21_PS3","2010-11-21",7,"PS3",26125
"2010-11-21_XB360","2010-11-21",7,"XB360",5488
"2010-11-21_PS2","2010-11-21",7,"PS2",1282
"2010-11-28_DS","2010-11-28",7,"DS",46816
"2010-11-28_PSP","2010-11-28",7,"PSP",74439
"2010-11-28_Wii","2010-11-28",7,"Wii",39691
"2010-11-28_PS3","2010-11-28",7,"PS3",61096
"2010-11-28_XB360","2010-11-28",7,"XB360",4155
"2010-11-28_PS2","2010-11-28",7,"PS2",1459
"2010-12-05_DS","2010-12-05",7,"DS",73301
"2010-12-05_PSP","2010-12-05",7,"PSP",327905
"2010-12-05_Wii","2010-12-05",7,"Wii",53253
"2010-12-05_PS3","2010-12-05",7,"PS3",37751
"2010-12-05_XB360","2010-12-05",7,"XB360",3815
"2010-12-05_PS2","2010-12-05",7,"PS2",1614
"2010-12-12_DS","2010-12-12",7,"DS",106633
"2010-12-12_PSP","2010-12-12",7,"PSP",141820
"2010-12-12_Wii","2010-12-12",7,"Wii",76885
"2010-12-12_PS3","2010-12-12",7,"PS3",41790
"2010-12-12_XB360","2010-12-12",7,"XB360",3853
"2010-12-12_PS2","2010-12-12",7,"PS2",1676
"2010-12-19_DS","2010-12-19",7,"DS",149844
"2010-12-19_PSP","2010-12-19",7,"PSP",146035
"2010-12-19_Wii","2010-12-19",7,"Wii",106203
"2010-12-19_PS3","2010-12-19",7,"PS3",47161
"2010-12-19_XB360","2010-12-19",7,"XB360",4136
"2010-12-19_PS2","2010-12-19",7,"PS2",1623
"2011-01-02_DS","2011-01-02",14,"DS",114793
"2011-01-02_PSP","2011-01-02",14,"PSP",75982
"2011-01-02_Wii","2011-01-02",14,"Wii",97117
"2011-01-02_PS3","2011-01-02",14,"PS3",69606
"2011-01-02_XB360","2011-01-02",14,"XB360",5151
"2011-01-02_PS2","2011-01-02",14,"PS2",2532
"2011-01-09_DS","2011-01-09",7,"DS",97006
"2011-01-09_PSP","2011-01-09",7,"PSP",30852
"2011-01-09_Wii","2011-01-09",7,"Wii",59929
"2011-01-09_PS3","2011-01-09",7,"PS3",56398
"2011-01-09_XB360","2011-01-09",7,"XB360",4740
"2011-01-09_PS2","2011-01-09",7,"PS2",2493
"2011-01-16_DS","2011-01-16",7,"DS",38917
"2011-01-16_PSP","2011-01-16",7,"PSP",26462
"2011-01-16_Wii","2011-01-16",7,"Wii",22956
"2011-01-16_PS3","2011-01-16",7,"PS3",28382
"2011-01-16_XB360","2011-01-16",7,"XB360",3133
"2011-01-16_PS2","2011-01-16",7,"PS2",1404
"2011-01-23_DS","2011-01-23",7,"DS",28233
"2011-01-23_PSP","2011-01-23",7,"PSP",31551
"2011-01-23_Wii","2011-01-23",7,"Wii",15742
"2011-01-23_PS3","2011-01-23",7,"PS3",22743
"2011-01-23_XB360","2011-01-23",7,"XB360",3466
"2011-01-23_PS2","2011-01-23",7,"PS2",1207
"2011-01-30_DS","2011-01-30",7,"DS",26891
"2011-01-30_PSP","2011-01-30",7,"PSP",29822
"2011-01-30_Wii","2011-01-30",7,"Wii",18985
"2011-01-30_PS3","2011-01-30",7,"PS3",22872
"2011-01-30_XB360","2011-01-30",7,"XB360",3632
"2011-01-30_PS2","2011-01-30",7,"PS2",1356
"2011-02-06_DS","2011-02-06",7,"DS",29498
"2011-02-06_PSP","2011-02-06",7,"PSP",27180
"2011-02-06_Wii","2011-02-06",7,"Wii",14953
"2011-02-06_PS3","2011-02-06",7,"PS3",23571
"2011-02-06_XB360","2011-02-06",7,"XB360",2846
"2011-02-06_PS2","2011-02-06",7,"PS2",1419
"2011-02-13_DS","2011-02-13",7,"DS",27304
"2011-02-13_PSP","2011-02-13",7,"PSP",106299
"2011-02-13_Wii","2011-02-13",7,"Wii",13391
"2011-02-13_PS3","2011-02-13",7,"PS3",24976
"2011-02-13_XB360","2011-02-13",7,"XB360",3086
"2011-02-13_PS2","2011-02-13",7,"PS2",1307
"2011-02-20_DS","2011-02-20",7,"DS",23063
"2011-02-20_PSP","2011-02-20",7,"PSP",54358
"2011-02-20_Wii","2011-02-20",7,"Wii",11076
"2011-02-20_PS3","2011-02-20",7,"PS3",22513
"2011-02-20_XB360","2011-02-20",7,"XB360",2889
"2011-02-20_PS2","2011-02-20",7,"PS2",1258
"2011-02-27_DS","2011-02-27",7,"DS",21544
"2011-02-27_3DS","2011-02-27",7,"3DS",371326
"2011-02-27_PSP","2011-02-27",7,"PSP",43187
"2011-02-27_Wii","2011-02-27",7,"Wii",10947
"2011-02-27_PS3","2011-02-27",7,"PS3",21126
"2011-02-27_XB360","2011-02-27",7,"XB360",6372
"2011-02-27_PS2","2011-02-27",7,"PS2",1124
"2011-03-06_DS","2011-03-06",7,"DS",18100
"2011-03-06_3DS","2011-03-06",7,"3DS",206087
"2011-03-06_PSP","2011-03-06",7,"PSP",65535
"2011-03-06_Wii","2011-03-06",7,"Wii",11031
"2011-03-06_PS3","2011-03-06",7,"PS3",22736
"2011-03-06_XB360","2011-03-06",7,"XB360",2359
"2011-03-06_PS2","2011-03-06",7,"PS2",1278
"2011-03-13_DS","2011-03-13",7,"DS",14956
"2011-03-13_3DS","2011-03-13",7,"3DS",104412
"2011-03-13_PSP","2011-03-13",7,"PSP",36947
"2011-03-13_Wii","2011-03-13",7,"Wii",9097
"2011-03-13_PS3","2011-03-13",7,"PS3",29395
"2011-03-13_XB360","2011-03-13",7,"XB360",2052
"2011-03-13_PS2","2011-03-13",7,"PS2",863
"2011-03-20_DS","2011-03-20",7,"DS",15135
"2011-03-20_3DS","2011-03-20",7,"3DS",64942
"2011-03-20_PSP","2011-03-20",7,"PSP",21850
"2011-03-20_Wii","2011-03-20",7,"Wii",9452
"2011-03-20_PS3","2011-03-20",7,"PS3",23001
"2011-03-20_XB360","2011-03-20",7,"XB360",1032
"2011-03-20_PS2","2011-03-20",7,"PS2",1076
"2011-03-27_DS","2011-03-27",7,"DS",19132
"2011-03-27_3DS","2011-03-27",7,"3DS",54656
"2011-03-27_PSP","2011-03-27",7,"PSP",40897
"2011-03-27_Wii","2011-03-27",7,"Wii",9622
"2011-03-27_PS3","2011-03-27",7,"PS3",24744
"2011-03-27_XB360","2011-03-27",7,"XB360",1244
"2011-03-27_PS2","2011-03-27",7,"PS2",1157
"2011-04-03_DS","2011-04-03",7,"DS",20080
"2011-04-03_3DS","2011-04-03",7,"3DS",43178
"2011-04-03_PSP","2011-04-03",7,"PSP",48695
"2011-04-03_Wii","2011-04-03",7,"Wii",9003
"2011-04-03_PS3","2011-04-03",7,"PS3",22972
"2011-04-03_XB360","2011-04-03",7,"XB360",1409
"2011-04-03_PS2","2011-04-03",7,"PS2",1255
"2011-04-10_DS","2011-04-10",7,"DS",18356
"2011-04-10_3DS","2011-04-10",7,"3DS",32759
"2011-04-10_PSP","2011-04-10",7,"PSP",36111
"2011-04-10_Wii","2011-04-10",7,"Wii",8838
"2011-04-10_PS3","2011-04-10",7,"PS3",22681
"2011-04-10_XB360","2011-04-10",7,"XB360",1941
"2011-04-10_PS2","2011-04-10",7,"PS2",1286
"2011-04-17_DS","2011-04-17",7,"DS",14540
"2011-04-17_3DS","2011-04-17",7,"3DS",25320
"2011-04-17_PSP","2011-04-17",7,"PSP",24745
"2011-04-17_Wii","2011-04-17",7,"Wii",8245
"2011-04-17_PS3","2011-04-17",7,"PS3",21232
"2011-04-17_XB360","2011-04-17",7,"XB360",1733
"2011-04-17_PS2","2011-04-17",7,"PS2",1198
"2011-04-24_DS","2011-04-24",7,"DS",10866
"2011-04-24_3DS","2011-04-24",7,"3DS",21275
"2011-04-24_PSP","2011-04-24",7,"PSP",47499
"2011-04-24_Wii","2011-04-24",7,"Wii",8089
"2011-04-24_PS3","2011-04-24",7,"PS3",18015
"2011-04-24_XB360","2011-04-24",7,"XB360",1813
"2011-04-24_PS2","2011-04-24",7,"PS2",1253
"2011-05-08_DS","2011-05-08",14,"DS",28180
"2011-05-08_3DS","2011-05-08",14,"3DS",51438
"2011-05-08_PSP","2011-05-08",14,"PSP",124539
"2011-05-08_Wii","2011-05-08",14,"Wii",24335
"2011-05-08_PS3","2011-05-08",14,"PS3",40789
"2011-05-08_XB360","2011-05-08",14,"XB360",6191
"2011-05-08_PS2","2011-05-08",14,"PS2",3408
"2011-05-15_DS","2011-05-15",7,"DS",6961
"2011-05-15_3DS","2011-05-15",7,"3DS",16379
"2011-05-15_PSP","2011-05-15",7,"PSP",32417
"2011-05-15_Wii","2011-05-15",7,"Wii",6301
"2011-05-15_PS3","2011-05-15",7,"PS3",13536
"2011-05-15_XB360","2011-05-15",7,"XB360",2597
"2011-05-15_PS2","2011-05-15",7,"PS2",1170
"2011-05-22_DS","2011-05-22",7,"DS",6554
"2011-05-22_3DS","2011-05-22",7,"3DS",16465
"2011-05-22_PSP","2011-05-22",7,"PSP",30064
"2011-05-22_Wii","2011-05-22",7,"Wii",6240
"2011-05-22_PS3","2011-05-22",7,"PS3",12681
"2011-05-22_XB360","2011-05-22",7,"XB360",1815
"2011-05-22_PS2","2011-05-22",7,"PS2",1163
"2011-05-29_DS","2011-05-29",7,"DS",6389
"2011-05-29_3DS","2011-05-29",7,"3DS",25096
"2011-05-29_PSP","2011-05-29",7,"PSP",34253
"2011-05-29_Wii","2011-05-29",7,"Wii",7552
"2011-05-29_PS3","2011-05-29",7,"PS3",15842
"2011-05-29_XB360","2011-05-29",7,"XB360",1751
"2011-05-29_PS2","2011-05-29",7,"PS2",1094
"2011-06-05_DS","2011-06-05",7,"DS",6832
"2011-06-05_3DS","2011-06-05",7,"3DS",27868
"2011-06-05_PSP","2011-06-05",7,"PSP",29519
"2011-06-05_Wii","2011-06-05",7,"Wii",7056
"2011-06-05_PS3","2011-06-05",7,"PS3",15270
"2011-06-05_XB360","2011-06-05",7,"XB360",1619
"2011-06-05_PS2","2011-06-05",7,"PS2",1141
"2011-06-12_DS","2011-06-12",7,"DS",7028
"2011-06-12_3DS","2011-06-12",7,"3DS",24226
"2011-06-12_PSP","2011-06-12",7,"PSP",25854
"2011-06-12_Wii","2011-06-12",7,"Wii",7149
"2011-06-12_PS3","2011-06-12",7,"PS3",16673
"2011-06-12_XB360","2011-06-12",7,"XB360",1535
"2011-06-12_PS2","2011-06-12",7,"PS2",1148
"2011-06-19_DS","2011-06-19",7,"DS",7892
"2011-06-19_3DS","2011-06-19",7,"3DS",41086
"2011-06-19_PSP","2011-06-19",7,"PSP",28026
"2011-06-19_Wii","2011-06-19",7,"Wii",7031
"2011-06-19_PS3","2011-06-19",7,"PS3",14327
"2011-06-19_XB360","2011-06-19",7,"XB360",2465
"2011-06-19_PS2","2011-06-19",7,"PS2",1230
"2011-06-26_DS","2011-06-26",7,"DS",6677
"2011-06-26_3DS","2011-06-26",7,"3DS",27378
"2011-06-26_PSP","2011-06-26",7,"PSP",25080
"2011-06-26_Wii","2011-06-26",7,"Wii",8954
"2011-06-26_PS3","2011-06-26",7,"PS3",14967
"2011-06-26_XB360","2011-06-26",7,"XB360",1853
"2011-06-26_PS2","2011-06-26",7,"PS2",1183
"2011-07-03_DS","2011-07-03",7,"DS",6890
"2011-07-03_3DS","2011-07-03",7,"3DS",31545
"2011-07-03_PSP","2011-07-03",7,"PSP",26587
"2011-07-03_Wii","2011-07-03",7,"Wii",11915
"2011-07-03_PS3","2011-07-03",7,"PS3",19290
"2011-07-03_XB360","2011-07-03",7,"XB360",1874
"2011-07-03_PS2","2011-07-03",7,"PS2",1051
"2011-07-10_DS","2011-07-10",7,"DS",7108
"2011-07-10_3DS","2011-07-10",7,"3DS",23219
"2011-07-10_PSP","2011-07-10",7,"PSP",25778
"2011-07-10_Wii","2011-07-10",7,"Wii",12848
"2011-07-10_PS3","2011-07-10",7,"PS3",21199
"2011-07-10_XB360","2011-07-10",7,"XB360",1911
"2011-07-10_PS2","2011-07-10",7,"PS2",1078
"2011-07-17_DS","2011-07-17",7,"DS",6447
"2011-07-17_3DS","2011-07-17",7,"3DS",45949
"2011-07-17_PSP","2011-07-17",7,"PSP",25013
"2011-07-17_Wii","2011-07-17",7,"Wii",14260
"2011-07-17_PS3","2011-07-17",7,"PS3",22807
"2011-07-17_XB360","2011-07-17",7,"XB360",1582
"2011-07-17_PS2","2011-07-17",7,"PS2",1048
"2011-07-24_DS","2011-07-24",7,"DS",7568
"2011-07-24_3DS","2011-07-24",7,"3DS",32381
"2011-07-24_PSP","2011-07-24",7,"PSP",27056
"2011-07-24_Wii","2011-07-24",7,"Wii",16939
"2011-07-24_PS3","2011-07-24",7,"PS3",22935
"2011-07-24_XB360","2011-07-24",7,"XB360",1526
"2011-07-24_PS2","2011-07-24",7,"PS2",1155
"2011-07-31_DS","2011-07-31",7,"DS",6592
"2011-07-31_3DS","2011-07-31",7,"3DS",15819
"2011-07-31_PSP","2011-07-31",7,"PSP",33582
"2011-07-31_Wii","2011-07-31",7,"Wii",17066
"2011-07-31_PS3","2011-07-31",7,"PS3",21324
"2011-07-31_XB360","2011-07-31",7,"XB360",1957
"2011-07-31_PS2","2011-07-31",7,"PS2",1046
"2011-08-14_DS","2011-08-14",14,"DS",5562
"2011-08-14_3DS","2011-08-14",14,"3DS",214821
"2011-08-14_PSP","2011-08-14",14,"PSP",41790
"2011-08-14_Wii","2011-08-14",14,"Wii",18680
"2011-08-14_PS3","2011-08-14",14,"PS3",19171
"2011-08-14_XB360","2011-08-14",14,"XB360",1875
"2011-08-14_PS2","2011-08-14",14,"PS2",1050
"2011-08-21_DS","2011-08-21",7,"DS",5015
"2011-08-21_3DS","2011-08-21",7,"3DS",107462
"2011-08-21_PSP","2011-08-21",7,"PSP",40595
"2011-08-21_Wii","2011-08-21",7,"Wii",17399
"2011-08-21_PS3","2011-08-21",7,"PS3",30342
"2011-08-21_XB360","2011-08-21",7,"XB360",1103
"2011-08-21_PS2","2011-08-21",7,"PS2",1192
"2011-08-28_DS","2011-08-28",7,"DS",3710
"2011-08-28_3DS","2011-08-28",7,"3DS",57927
"2011-08-28_PSP","2011-08-28",7,"PSP",32066
"2011-08-28_Wii","2011-08-28",7,"Wii",10479
"2011-08-28_PS3","2011-08-28",7,"PS3",32235
"2011-08-28_XB360","2011-08-28",7,"XB360",938
"2011-08-28_PS2","2011-08-28",7,"PS2",1028
"2011-09-04_DS","2011-09-04",7,"DS",3205
"2011-09-04_3DS","2011-09-04",7,"3DS",55264
"2011-09-04_PSP","2011-09-04",7,"PSP",28921
"2011-09-04_Wii","2011-09-04",7,"Wii",9931
"2011-09-04_PS3","2011-09-04",7,"PS3",32969
"2011-09-04_XB360","2011-09-04",7,"XB360",830
"2011-09-04_PS2","2011-09-04",7,"PS2",964
"2011-09-11_DS","2011-09-11",7,"DS",2748
"2011-09-11_3DS","2011-09-11",7,"3DS",49191
"2011-09-11_PSP","2011-09-11",7,"PSP",23352
"2011-09-11_Wii","2011-09-11",7,"Wii",9130
"2011-09-11_PS3","2011-09-11",7,"PS3",62266
"2011-09-11_XB360","2011-09-11",7,"XB360",727
"2011-09-11_PS2","2011-09-11",7,"PS2",842
"2011-09-18_DS","2011-09-18",7,"DS",3187
"2011-09-18_3DS","2011-09-18",7,"3DS",62245
"2011-09-18_PSP","2011-09-18",7,"PSP",24106
"2011-09-18_Wii","2011-09-18",7,"Wii",15146
"2011-09-18_PS3","2011-09-18",7,"PS3",37477
"2011-09-18_XB360","2011-09-18",7,"XB360",788
"2011-09-18_PS2","2011-09-18",7,"PS2",830
"2011-09-25_DS","2011-09-25",7,"DS",3138
"2011-09-25_3DS","2011-09-25",7,"3DS",68386
"2011-09-25_PSP","2011-09-25",7,"PSP",28007
"2011-09-25_Wii","2011-09-25",7,"Wii",14089
"2011-09-25_PS3","2011-09-25",7,"PS3",37710
"2011-09-25_XB360","2011-09-25",7,"XB360",3878
"2011-09-25_PS2","2011-09-25",7,"PS2",917
"2011-10-02_DS","2011-10-02",7,"DS",2343
"2011-10-02_3DS","2011-10-02",7,"3DS",55853
"2011-10-02_PSP","2011-10-02",7,"PSP",26146
"2011-10-02_Wii","2011-10-02",7,"Wii",10497
"2011-10-02_PS3","2011-10-02",7,"PS3",28646
"2011-10-02_XB360","2011-10-02",7,"XB360",1691
"2011-10-02_PS2","2011-10-02",7,"PS2",795
"2011-10-09_DS","2011-10-09",7,"DS",2178
"2011-10-09_3DS","2011-10-09",7,"3DS",50916
"2011-10-09_PSP","2011-10-09",7,"PSP",26799
"2011-10-09_Wii","2011-10-09",7,"Wii",10807
"2011-10-09_PS3","2011-10-09",7,"PS3",28492
"2011-10-09_XB360","2011-10-09",7,"XB360",1501
"2011-10-09_PS2","2011-10-09",7,"PS2",859
"2011-10-16_DS","2011-10-16",7,"DS",2593
"2011-10-16_3DS","2011-10-16",7,"3DS",54460
"2011-10-16_PSP","2011-10-16",7,"PSP",25461
"2011-10-16_Wii","2011-10-16",7,"Wii",12473
"2011-10-16_PS3","2011-10-16",7,"PS3",28341
"2011-10-16_XB360","2011-10-16",7,"XB360",1885
"2011-10-16_PS2","2011-10-16",7,"PS2",802
"2011-10-23_DS","2011-10-23",7,"DS",1818
"2011-10-23_3DS","2011-10-23",7,"3DS",75386
"2011-10-23_PSP","2011-10-23",7,"PSP",21707
"2011-10-23_Wii","2011-10-23",7,"Wii",12516
"2011-10-23_PS3","2011-10-23",7,"PS3",23419
"2011-10-23_XB360","2011-10-23",7,"XB360",1459
"2011-10-23_PS2","2011-10-23",7,"PS2",689
"2011-10-30_DS","2011-10-30",7,"DS",1792
"2011-10-30_3DS","2011-10-30",7,"3DS",67854
"2011-10-30_PSP","2011-10-30",7,"PSP",31691
"2011-10-30_Wii","2011-10-30",7,"Wii",12595
"2011-10-30_PS3","2011-10-30",7,"PS3",23704
"2011-10-30_XB360","2011-10-30",7,"XB360",1562
"2011-10-30_PS2","2011-10-30",7,"PS2",682
"2011-11-06_DS","2011-11-06",7,"DS",1803
"2011-11-06_3DS","2011-11-06",7,"3DS",128287
"2011-11-06_PSP","2011-11-06",7,"PSP",27151
"2011-11-06_Wii","2011-11-06",7,"Wii",11326
"2011-11-06_PS3","2011-11-06",7,"PS3",26390
"2011-11-06_XB360","2011-11-06",7,"XB360",1501
"2011-11-06_PS2","2011-11-06",7,"PS2",791
"2011-11-13_DS","2011-11-13",7,"DS",1457
"2011-11-13_3DS","2011-11-13",7,"3DS",89938
"2011-11-13_PSP","2011-11-13",7,"PSP",23347
"2011-11-13_Wii","2011-11-13",7,"Wii",9871
"2011-11-13_PS3","2011-11-13",7,"PS3",22677
"2011-11-13_XB360","2011-11-13",7,"XB360",1601
"2011-11-13_PS2","2011-11-13",7,"PS2",627
"2011-11-20_DS","2011-11-20",7,"DS",1455
"2011-11-20_3DS","2011-11-20",7,"3DS",88225
"2011-11-20_PSP","2011-11-20",7,"PSP",36872
"2011-11-20_Wii","2011-11-20",7,"Wii",11833
"2011-11-20_PS3","2011-11-20",7,"PS3",38836
"2011-11-20_XB360","2011-11-20",7,"XB360",1467
"2011-11-20_PS2","2011-11-20",7,"PS2",644
"2011-11-27_DS","2011-11-27",7,"DS",1582
"2011-11-27_3DS","2011-11-27",7,"3DS",110088
"2011-11-27_PSP","2011-11-27",7,"PSP",30086
"2011-11-27_Wii","2011-11-27",7,"Wii",17912
"2011-11-27_PS3","2011-11-27",7,"PS3",30740
"2011-11-27_XB360","2011-11-27",7,"XB360",1238
"2011-11-27_PS2","2011-11-27",7,"PS2",639
"2011-12-04_DS","2011-12-04",7,"DS",1845
"2011-12-04_3DS","2011-12-04",7,"3DS",216350
"2011-12-04_PSP","2011-12-04",7,"PSP",31560
"2011-12-04_Wii","2011-12-04",7,"Wii",28164
"2011-12-04_PS3","2011-12-04",7,"PS3",40051
"2011-12-04_XB360","2011-12-04",7,"XB360",1239
"2011-12-04_PS2","2011-12-04",7,"PS2",778
"2011-12-11_DS","2011-12-11",7,"DS",2430
"2011-12-11_3DS","2011-12-11",7,"3DS",378114
"2011-12-11_PSP","2011-12-11",7,"PSP",47238
"2011-12-11_Wii","2011-12-11",7,"Wii",48275
